"Time (s) Run #1";"Position (m) Run #1";"Velocity (m/s) Run #1";"Acceleration (m/s²) Run #1"
80,800;0,46;0,78;0,02
80,850;0,50;0,77;-0,52
80,900;0,54;0,73;-1,03
80,950;0,57;0,66;-1,49
81,000;0,60;0,58;-1,87
81,050;0,63;0,47;-2,19
81,100;0,65;0,35;-2,42
81,150;0,66;0,23;-2,58
81,200;0,67;0,09;-2,66
81,250;0,67;-0,04;-2,68
81,300;0,67;-0,18;-2,62
81,350;0,66;-0,31;-2,49
81,400;0,64;-0,43;-2,27
81,450;0,61;-0,54;-1,99
81,500;0,58;-0,63;-1,64
81,550;0,55;-0,70;-1,21
81,600;0,51;-0,75;-0,72
81,650;0,47;-0,78;-0,18
81,700;0,43;-0,77;0,34
81,750;0,40;-0,74;0,80
81,800;0,36;-0,69;1,20
81,850;0,33;-0,62;1,58
81,900;0,30;-0,53;2,04
81,950;0,27;-0,42;2,52
82,000;0,25;-0,27;2,87
82,050;0,24;-0,12;2,98
82,100;0,24;0,03;2,94
82,150;0,25;0,17;2,87
82,200;0,26;0,32;2,71
82,250;0,28;0,45;2,38
82,300;0,31;0,56;1,92
82,350;0,34;0,64;1,47
82,400;0,37;0,70;1,09
82,450;0,41;0,75;0,68
82,500;0,45;0,78;0,19
82,550;0,49;0,77;-0,37
82,600;0,52;0,74;-0,89
82,650;0,56;0,68;-1,36
82,700;0,59;0,60;-1,75
82,750;0,62;0,50;-2,08
82,800;0,64;0,39;-2,34
82,850;0,66;0,27;-2,52
82,900;0,67;0,13;-2,63
82,950;0,67;3,77E-5;-2,67
83,000;0,67;-0,13;-2,63
83,050;0,66;-0,27;-2,52
83,100;0,64;-0,39;-2,33
83,150;0,62;-0,50;-2,08
83,200;0,59;-0,60;-1,75
83,250;0,56;-0,68;-1,35
83,300;0,52;-0,74;-0,88
83,350;0,49;-0,77;-0,35
83,400;0,45;-0,77;0,18
83,450;0,41;-0,75;0,67
83,500;0,37;-0,70;1,08
83,550;0,34;-0,64;1,47
83,600;0,31;-0,56;1,89
83,650;0,28;-0,45;2,34
83,700;0,26;-0,32;2,75
83,750;0,25;-0,17;2,99
83,800;0,24;-0,01;2,98
83,850;0,25;0,14;2,81
83,900;0,26;0,27;2,65
83,950;0,27;0,40;2,48
84,000;0,30;0,52;2,18
84,050;0,33;0,62;1,70
84,100;0,36;0,69;1,19
84,150;0,40;0,74;0,74
84,200;0,43;0,77;0,29
84,250;0,47;0,77;-0,20
84,300;0,51;0,75;-0,72
84,350;0,55;0,70;-1,20
84,400;0,58;0,62;-1,63
84,450;0,61;0,53;-1,98
84,500;0,64;0,42;-2,26
84,550;0,65;0,30;-2,46
84,600;0,67;0,17;-2,59
84,650;0,67;0,04;-2,65
84,700;0,67;-0,09;-2,64
84,750;0,66;-0,23;-2,55
84,800;0,65;-0,35;-2,39
84,850;0,63;-0,47;-2,15
84,900;0,60;-0,57;-1,84
84,950;0,57;-0,65;-1,46
85,000;0,54;-0,72;-1,01
85,050;0,50;-0,76;-0,51
85,100;0,46;-0,77;0,02
85,150;0,42;-0,75;0,54
85,200;0,38;-0,71;0,99
85,250;0,35;-0,65;1,39
85,300;0,32;-0,57;1,77
85,350;0,29;-0,48;2,18
85,400;0,27;-0,36;2,58
85,450;0,25;-0,21;2,82
85,500;0,25;-0,06;2,88
85,550;0,25;0,08;2,84
85,600;0,25;0,22;2,78
85,650;0,27;0,36;2,63
85,700;0,29;0,49;2,28
85,750;0,32;0,59;1,79
85,800;0,35;0,66;1,30
85,850;0,39;0,72;0,88
85,900;0,42;0,75;0,46
85,950;0,46;0,77;-0,03
86,000;0,50;0,75;-0,56
86,050;0,54;0,71;-1,06
86,100;0,57;0,64;-1,50
86,150;0,60;0,56;-1,86
86,200;0,63;0,46;-2,16
86,250;0,65;0,34;-2,39
86,300;0,66;0,21;-2,56
86,350;0,67;0,08;-2,64
86,400;0,67;-0,05;-2,64
86,450;0,67;-0,19;-2,57
86,500;0,65;-0,31;-2,44
86,550;0,63;-0,43;-2,22
86,600;0,61;-0,54;-1,93
86,650;0,58;-0,63;-1,57
86,700;0,55;-0,70;-1,15
86,750;0,51;-0,74;-0,66
86,800;0,47;-0,76;-0,14
86,850;0,43;-0,76;0,36
86,900;0,39;-0,72;0,79
86,950;0,36;-0,68;1,21
87,000;0,33;-0,61;1,67
87,050;0,30;-0,51;2,15
87,100;0,27;-0,39;2,51
87,150;0,26;-0,25;2,74
87,200;0,25;-0,11;2,87
87,250;0,25;0,03;2,91
87,300;0,25;0,18;2,87
87,350;0,26;0,32;2,66
87,400;0,28;0,46;2,29
87,450;0,31;0,56;1,84
87,500;0,34;0,64;1,42
87,550;0,37;0,70;1,03
87,600;0,41;0,74;0,61
87,650;0,45;0,76;0,13
87,700;0,49;0,76;-0,40
87,750;0,53;0,72;-0,91
87,800;0,56;0,66;-1,36
87,850;0,59;0,58;-1,75
87,900;0,62;0,49;-2,07
87,950;0,64;0,37;-2,32
88,000;0,66;0,25;-2,50
88,050;0,67;0,12;-2,60
88,100;0,67;-0,01;-2,63
88,150;0,67;-0,14;-2,59
88,200;0,66;-0,27;-2,47
88,250;0,64;-0,39;-2,28
88,300;0,62;-0,50;-2,02
88,350;0,59;-0,60;-1,68
88,400;0,56;-0,67;-1,28
88,450;0,52;-0,73;-0,82
88,500;0,48;-0,76;-0,30
88,550;0,44;-0,76;0,23
88,600;0,40;-0,73;0,71
88,650;0,37;-0,68;1,11
88,700;0,34;-0,62;1,50
88,750;0,31;-0,54;1,92
88,800;0,28;-0,43;2,36
88,850;0,26;-0,30;2,71
88,900;0,25;-0,15;2,87
88,950;0,25;-0,01;2,90
89,000;0,25;0,14;2,83
89,050;0,26;0,28;2,68
89,100;0,28;0,41;2,39
89,150;0,30;0,52;1,98
89,200;0,33;0,61;1,56
89,250;0,36;0,68;1,16
89,300;0,40;0,73;0,75
89,350;0,44;0,76;0,28
89,400;0,48;0,76;-0,24
89,450;0,51;0,73;-0,76
89,500;0,55;0,68;-1,23
89,550;0,58;0,61;-1,64
89,600;0,61;0,51;-1,98
89,650;0,64;0,41;-2,24
89,700;0,65;0,29;-2,44
89,750;0,66;0,16;-2,57
89,800;0,67;0,03;-2,62
89,850;0,67;-0,10;-2,60
89,900;0,66;-0,23;-2,50
89,950;0,64;-0,36;-2,33
90,000;0,62;-0,47;-2,09
90,050;0,60;-0,57;-1,78
90,100;0,57;-0,65;-1,40
90,150;0,53;-0,71;-0,96
90,200;0,49;-0,75;-0,45
90,250;0,45;-0,76;0,07
90,300;0,42;-0,74;0,58
90,350;0,38;-0,70;1,02
90,400;0,35;-0,63;1,39
90,450;0,32;-0,56;1,74
90,500;0,29;-0,46;2,15
90,550;0,27;-0,35;2,58
90,600;0,25;-0,20;2,87
90,650;0,25;-0,05;2,95
90,700;0,25;0,10;2,86
90,750;0,26;0,24;2,71
90,800;0,27;0,37;2,46
90,850;0,30;0,49;2,09
90,900;0,32;0,58;1,67
90,950;0,36;0,66;1,27
91,000;0,39;0,71;0,87
91,050;0,43;0,74;0,42
91,100;0,47;0,76;-0,08
91,150;0,50;0,74;-0,60
91,200;0,54;0,69;-1,09
91,250;0,57;0,63;-1,51
91,300;0,60;0,54;-1,86
91,350;0,63;0,44;-2,16
91,400;0,65;0,32;-2,38
91,450;0,66;0,20;-2,53
91,500;0,67;0,07;-2,60
91,550;0,67;-0,07;-2,60
91,600;0,66;-0,19;-2,53
91,650;0,65;-0,32;-2,38
91,700;0,63;-0,44;-2,16
91,750;0,60;-0,54;-1,87
91,800;0,57;-0,63;-1,51
91,850;0,54;-0,69;-1,08
91,900;0,50;-0,74;-0,60
91,950;0,47;-0,75;-0,09
92,000;0,43;-0,74;0,40
92,050;0,39;-0,71;0,82
92,100;0,36;-0,66;1,25
92,150;0,32;-0,59;1,70
92,200;0,30;-0,49;2,15
92,250;0,27;-0,37;2,51
92,300;0,26;-0,23;2,75
92,350;0,25;-0,09;2,84
92,400;0,25;0,05;2,80
92,450;0,26;0,19;2,72
92,500;0,27;0,32;2,58
92,550;0,29;0,46;2,30
92,600;0,32;0,56;1,85
92,650;0,35;0,64;1,36
92,700;0,38;0,69;0,93
92,750;0,42;0,73;0,53
92,800;0,45;0,75;0,07
92,850;0,49;0,74;-0,44
92,900;0,53;0,71;-0,94
92,950;0,56;0,65;-1,39
93,000;0,59;0,56;-1,76
93,050;0,62;0,47;-2,07
93,100;0,64;0,36;-2,31
93,150;0,66;0,23;-2,48
93,200;0,67;0,10;-2,58
93,250;0,67;-0,03;-2,59
93,300;0,66;-0,16;-2,54
93,350;0,65;-0,28;-2,41
93,400;0,63;-0,40;-2,22
93,450;0,61;-0,51;-1,96
93,500;0,58;-0,60;-1,62
93,550;0,55;-0,67;-1,21
93,600;0,51;-0,72;-0,74
93,650;0,48;-0,75;-0,23
93,700;0,44;-0,75;0,28
93,750;0,40;-0,72;0,74
93,800;0,37;-0,67;1,15
93,850;0,33;-0,60;1,54
93,900;0,31;-0,52;1,96
93,950;0,28;-0,41;2,36
94,000;0,26;-0,28;2,64
94,050;0,25;-0,13;2,78
94,100;0,25;0,00;2,82
94,150;0,25;0,15;2,80
94,200;0,27;0,29;2,66
94,250;0,28;0,42;2,33
94,300;0,31;0,53;1,90
94,350;0,34;0,61;1,47
94,400;0,37;0,67;1,09
94,450;0,41;0,72;0,70
94,500;0,44;0,75;0,24
94,550;0,48;0,75;-0,29
94,600;0,52;0,72;-0,81
94,650;0,55;0,66;-1,27
94,700;0,59;0,59;-1,66
94,750;0,61;0,49;-1,98
94,800;0,64;0,39;-2,23
94,850;0,65;0,27;-2,42
94,900;0,66;0,14;-2,54
94,950;0,67;0,01;-2,58
95,000;0,66;-0,12;-2,55
95,050;0,65;-0,25;-2,44
95,100;0,64;-0,36;-2,27
95,150;0,62;-0,47;-2,03
95,200;0,59;-0,57;-1,72
95,250;0,56;-0,65;-1,34
95,300;0,53;-0,71;-0,88
95,350;0,49;-0,74;-0,38
95,400;0,45;-0,74;0,14
95,450;0,41;-0,72;0,61
95,500;0,38;-0,68;1,02
95,550;0,34;-0,62;1,41
95,600;0,32;-0,54;1,81
95,650;0,29;-0,44;2,22
95,700;0,27;-0,32;2,57
95,750;0,26;-0,18;2,78
95,800;0,25;-0,03;2,85
95,850;0,25;0,11;2,81
95,900;0,26;0,25;2,66
95,950;0,28;0,38;2,39
96,000;0,30;0,49;2,01
96,050;0,33;0,58;1,60
96,100;0,36;0,65;1,21
96,150;0,40;0,71;0,81
96,200;0,43;0,74;0,36
96,250;0,47;0,74;-0,14
96,300;0,51;0,72;-0,64
96,350;0,54;0,68;-1,12
96,400;0,58;0,61;-1,54
96,450;0,60;0,52;-1,88
96,500;0,63;0,42;-2,16
96,550;0,65;0,30;-2,37
96,600;0,66;0,18;-2,50
96,650;0,66;0,05;-2,56
96,700;0,66;-0,08;-2,55
96,750;0,66;-0,21;-2,47
96,800;0,64;-0,33;-2,33
96,850;0,62;-0,44;-2,10
96,900;0,60;-0,54;-1,80
96,950;0,57;-0,62;-1,44
97,000;0,54;-0,69;-1,01
97,050;0,50;-0,73;-0,52
97,100;0,46;-0,74;-0,02
97,150;0,42;-0,73;0,46
97,200;0,39;-0,69;0,88
97,250;0,35;-0,64;1,28
97,300;0,32;-0,57;1,72
97,350;0,30;-0,47;2,16
97,400;0,28;-0,35;2,51
97,450;0,26;-0,21;2,70
97,500;0,25;-0,07;2,78
97,550;0,25;0,07;2,78
97,600;0,26;0,21;2,69
97,650;0,27;0,34;2,46
97,700;0,30;0,46;2,10
97,750;0,32;0,55;1,71
97,800;0,35;0,63;1,33
97,850;0,39;0,69;0,94
97,900;0,42;0,73;0,50
97,950;0,46;0,74;0,00
98,000;0,50;0,73;-0,49
98,050;0,53;0,69;-0,97
98,100;0,57;0,63;-1,41
98,150;0,60;0,55;-1,78
98,200;0,62;0,45;-2,08
98,250;0,64;0,34;-2,30
98,300;0,65;0,21;-2,45
98,350;0,66;0,09;-2,53
98,400;0,66;-0,04;-2,55
98,450;0,66;-0,17;-2,50
98,500;0,65;-0,29;-2,37
98,550;0,63;-0,41;-2,16
98,600;0,61;-0,51;-1,88
98,650;0,58;-0,60;-1,54
98,700;0,54;-0,67;-1,14
98,750;0,51;-0,72;-0,66
98,800;0,47;-0,74;-0,16
98,850;0,43;-0,73;0,35
98,900;0,40;-0,70;0,79
98,950;0,36;-0,65;1,17
99,000;0,33;-0,58;1,56
99,050;0,31;-0,50;1,98
99,100;0,28;-0,38;2,37
99,150;0,27;-0,25;2,64
99,200;0,26;-0,11;2,74
99,250;0,25;0,02;2,75
99,300;0,26;0,16;2,72
99,350;0,27;0,30;2,58
99,400;0,29;0,43;2,28
99,450;0,31;0,53;1,84
99,500;0,34;0,61;1,40
99,550;0,38;0,67;1,01
99,600;0,41;0,71;0,63
99,650;0,45;0,73;0,17
99,700;0,49;0,73;-0,35
99,750;0,52;0,70;-0,86
99,800;0,56;0,64;-1,30
99,850;0,59;0,57;-1,67
99,900;0,61;0,47;-1,98
99,950;0,63;0,37;-2,22
100,000;0,65;0,25;-2,40
100,050;0,66;0,12;-2,51
100,100;0,66;0,00;-2,54
100,150;0,66;-0,13;-2,51
100,200;0,65;-0,26;-2,40
100,250;0,63;-0,37;-2,22
100,300;0,61;-0,48;-1,96
100,350;0,58;-0,57;-1,64
100,400;0,55;-0,65;-1,26
100,450;0,52;-0,70;-0,82
100,500;0,48;-0,73;-0,32
100,550;0,45;-0,73;0,21
100,600;0,41;-0,71;0,71
100,650;0,37;-0,66;1,12
100,700;0,34;-0,59;1,46
100,750;0,31;-0,51;1,79
100,800;0,29;-0,42;2,16
100,850;0,27;-0,30;2,52
100,900;0,26;-0,16;2,77
100,950;0,26;-0,01;2,86
101,000;0,26;0,13;2,79
101,050;0,27;0,27;2,56
101,100;0,29;0,39;2,23
101,150;0,31;0,49;1,88
101,200;0,34;0,58;1,54
101,250;0,37;0,65;1,18
101,300;0,40;0,70;0,77
101,350;0,44;0,73;0,30
101,400;0,47;0,73;-0,20
101,450;0,51;0,71;-0,70
101,500;0,55;0,66;-1,16
101,550;0,58;0,59;-1,56
101,600;0,61;0,50;-1,89
101,650;0,63;0,40;-2,16
101,700;0,65;0,28;-2,36
101,750;0,66;0,16;-2,48
101,800;0,66;0,03;-2,53
101,850;0,66;-0,10;-2,51
101,900;0,65;-0,22;-2,42
101,950;0,64;-0,34;-2,26
102,000;0,62;-0,45;-2,03
102,050;0,59;-0,55;-1,73
102,100;0,56;-0,63;-1,37
102,150;0,53;-0,68;-0,93
102,200;0,49;-0,72;-0,44
102,250;0,46;-0,73;0,06
102,300;0,42;-0,71;0,54
102,350;0,38;-0,67;0,96
102,400;0,35;-0,61;1,34
102,450;0,32;-0,54;1,71
102,500;0,30;-0,45;2,10
102,550;0,28;-0,33;2,46
102,600;0,26;-0,19;2,66
102,650;0,26;-0,05;2,74
102,700;0,26;0,08;2,75
102,750;0,27;0,22;2,67
102,800;0,28;0,36;2,43
102,850;0,30;0,47;2,03
102,900;0,33;0,56;1,61
102,950;0,36;0,63;1,24
103,000;0,39;0,68;0,87
103,050;0,43;0,72;0,44
103,100;0,46;0,73;-0,05
103,150;0,50;0,71;-0,55
103,200;0,54;0,67;-1,03
103,250;0,57;0,61;-1,45
103,300;0,60;0,53;-1,80
103,350;0,62;0,43;-2,08
103,400;0,64;0,31;-2,29
103,450;0,65;0,19;-2,44
103,500;0,66;0,07;-2,51
103,550;0,66;-0,06;-2,52
103,600;0,65;-0,18;-2,45
103,650;0,64;-0,31;-2,31
103,700;0,62;-0,42;-2,09
103,750;0,60;-0,52;-1,82
103,800;0,57;-0,60;-1,47
103,850;0,54;-0,67;-1,06
103,900;0,50;-0,71;-0,59
103,950;0,47;-0,73;-0,09
104,000;0,43;-0,72;0,40
104,050;0,39;-0,69;0,85
104,100;0,36;-0,63;1,26
104,150;0,33;-0,56;1,63
104,200;0,30;-0,47;1,97
104,250;0,28;-0,36;2,31
104,300;0,27;-0,24;2,59
104,350;0,26;-0,10;2,76
104,400;0,26;0,04;2,79
104,450;0,26;0,19;2,68
104,500;0,28;0,32;2,45
104,550;0,30;0,43;2,11
104,600;0,32;0,53;1,73
104,650;0,35;0,60;1,36
104,700;0,38;0,67;0,98
104,750;0,42;0,71;0,57
104,800;0,45;0,72;0,09
104,850;0,49;0,72;-0,41
104,900;0,53;0,68;-0,89
104,950;0,56;0,63;-1,33
105,000;0,59;0,55;-1,70
105,050;0,61;0,45;-2,00
105,100;0,64;0,35;-2,23
105,150;0,65;0,23;-2,39
105,200;0,66;0,10;-2,49
105,250;0,66;-0,02;-2,51
105,300;0,66;-0,15;-2,46
105,350;0,64;-0,27;-2,34
105,400;0,63;-0,39;-2,14
105,450;0,61;-0,49;-1,88
105,500;0,58;-0,58;-1,57
105,550;0,55;-0,65;-1,19
105,600;0,51;-0,70;-0,73
105,650;0,48;-0,72;-0,22
105,700;0,44;-0,72;0,29
105,750;0,40;-0,69;0,76
105,800;0,37;-0,64;1,15
105,850;0,34;-0,57;1,49
105,900;0,31;-0,49;1,81
105,950;0,29;-0,39;2,15
106,000;0,27;-0,28;2,49
106,050;0,26;-0,14;2,72
106,100;0,26;0,00;2,79
106,150;0,26;0,14;2,74
106,200;0,27;0,28;2,58
106,250;0,29;0,41;2,26
106,300;0,31;0,51;1,83
106,350;0,34;0,59;1,41
106,400;0,37;0,65;1,05
106,450;0,41;0,69;0,69
106,500;0,44;0,72;0,24
106,550;0,48;0,72;-0,28
106,600;0,52;0,69;-0,78
106,650;0,55;0,64;-1,22
106,700;0,58;0,57;-1,59
106,750;0,61;0,48;-1,91
106,800;0,63;0,37;-2,16
106,850;0,65;0,26;-2,34
106,900;0,66;0,14;-2,45
106,950;0,66;0,01;-2,49
107,000;0,66;-0,11;-2,47
107,050;0,65;-0,24;-2,37
107,100;0,63;-0,35;-2,21
107,150;0,61;-0,46;-1,97
107,200;0,59;-0,55;-1,66
107,250;0,56;-0,63;-1,28
107,300;0,52;-0,68;-0,84
107,350;0,49;-0,71;-0,36
107,400;0,45;-0,72;0,13
107,450;0,41;-0,70;0,61
107,500;0,38;-0,66;1,02
107,550;0,35;-0,59;1,37
107,600;0,32;-0,52;1,72
107,650;0,30;-0,42;2,10
107,700;0,28;-0,31;2,47
107,750;0,26;-0,17;2,68
107,800;0,26;-0,03;2,74
107,850;0,26;0,10;2,70
107,900;0,27;0,24;2,58
107,950;0,29;0,37;2,34
108,000;0,31;0,48;1,95
108,050;0,33;0,56;1,54
108,100;0,36;0,63;1,16
108,150;0,40;0,68;0,78
108,200;0,43;0,71;0,35
108,250;0,47;0,72;-0,13
108,300;0,51;0,70;-0,63
108,350;0,54;0,65;-1,09
108,400;0,57;0,59;-1,48
108,450;0,60;0,50;-1,81
108,500;0,62;0,40;-2,08
108,550;0,64;0,29;-2,29
108,600;0,65;0,17;-2,42
108,650;0,66;0,05;-2,48
108,700;0,66;-0,08;-2,47
108,750;0,65;-0,20;-2,39
108,800;0,64;-0,32;-2,24
108,850;0,62;-0,43;-2,02
108,900;0,59;-0,52;-1,74
108,950;0,56;-0,60;-1,38
109,000;0,53;-0,66;-0,97
109,050;0,50;-0,70;-0,50
109,100;0,46;-0,72;0,00
109,150;0,42;-0,70;0,48
109,200;0,39;-0,67;0,90
109,250;0,36;-0,61;1,26
109,300;0,33;-0,54;1,62
109,350;0,30;-0,45;2,00
109,400;0,28;-0,34;2,37
109,450;0,27;-0,21;2,63
109,500;0,26;-0,07;2,75
109,550;0,26;0,07;2,74
109,600;0,27;0,21;2,61
109,650;0,28;0,34;2,35
109,700;0,30;0,44;2,00
109,750;0,33;0,54;1,64
109,800;0,36;0,61;1,28
109,850;0,39;0,66;0,90
109,900;0,42;0,70;0,47
109,950;0,46;0,71;0,00
110,000;0,50;0,70;-0,48
110,050;0,53;0,66;-0,95
110,100;0,56;0,60;-1,37
110,150;0,59;0,53;-1,72
110,200;0,62;0,43;-2,01
110,250;0,64;0,32;-2,23
110,300;0,65;0,20;-2,37
110,350;0,66;0,08;-2,45
110,400;0,66;-0,04;-2,47
110,450;0,65;-0,17;-2,41
110,500;0,64;-0,29;-2,29
110,550;0,62;-0,40;-2,08
110,600;0,60;-0,50;-1,81
110,650;0,57;-0,58;-1,48
110,700;0,54;-0,65;-1,09
110,750;0,51;-0,69;-0,63
110,800;0,47;-0,71;-0,14
110,850;0,43;-0,71;0,36
110,900;0,40;-0,67;0,81
110,950;0,37;-0,62;1,19
111,000;0,34;-0,55;1,52
111,050;0,31;-0,47;1,86
111,100;0,29;-0,37;2,22
111,150;0,27;-0,25;2,54
111,200;0,26;-0,11;2,69
111,250;0,26;0,03;2,69
111,300;0,27;0,16;2,60
111,350;0,28;0,29;2,46
111,400;0,30;0,41;2,21
111,450;0,32;0,52;1,80
111,500;0,35;0,59;1,35
111,550;0,38;0,65;0,94
111,600;0,41;0,69;0,57
111,650;0,45;0,71;0,15
111,700;0,49;0,71;-0,34
111,750;0,52;0,67;-0,83
111,800;0,55;0,62;-1,26
111,850;0,58;0,55;-1,62
111,900;0,61;0,45;-1,92
111,950;0,63;0,35;-2,16
112,000;0,64;0,24;-2,33
112,050;0,65;0,12;-2,44
112,100;0,66;-0,01;-2,47
112,150;0,65;-0,13;-2,42
112,200;0,64;-0,25;-2,31
112,250;0,63;-0,37;-2,13
112,300;0,61;-0,47;-1,88
112,350;0,58;-0,56;-1,57
112,400;0,55;-0,63;-1,20
112,450;0,52;-0,68;-0,76
112,500;0,48;-0,71;-0,27
112,550;0,44;-0,71;0,23
112,600;0,41;-0,68;0,67
112,650;0,38;-0,64;1,03
112,700;0,35;-0,58;1,39
112,750;0,32;-0,50;1,80
112,800;0,29;-0,40;2,21
112,850;0,28;-0,27;2,49
112,900;0,27;-0,14;2,64
112,950;0,26;-0,01;2,72
113,000;0,27;0,13;2,68
113,050;0,28;0,27;2,49
113,100;0,29;0,38;2,15
113,150;0,31;0,48;1,79
113,200;0,34;0,56;1,46
113,250;0,37;0,63;1,12
113,300;0,40;0,68;0,73
113,350;0,44;0,70;0,28
113,400;0,48;0,71;-0,21
113,450;0,51;0,68;-0,70
113,500;0,54;0,63;-1,15
113,550;0,58;0,56;-1,52
113,600;0,60;0,48;-1,84
113,650;0,62;0,38;-2,09
113,700;0,64;0,27;-2,28
113,750;0,65;0,15;-2,41
113,800;0,66;0,02;-2,45
113,850;0,65;-0,10;-2,43
113,900;0,65;-0,22;-2,33
113,950;0,63;-0,33;-2,17
114,000;0,61;-0,44;-1,95
114,050;0,59;-0,53;-1,66
114,100;0,56;-0,61;-1,29
114,150;0,53;-0,66;-0,87
114,200;0,49;-0,70;-0,40
114,250;0,45;-0,70;0,09
114,300;0,42;-0,69;0,54
114,350;0,39;-0,65;0,94
114,400;0,35;-0,59;1,31
114,450;0,33;-0,52;1,68
114,500;0,30;-0,42;2,04
114,550;0,28;-0,31;2,36
114,600;0,27;-0,18;2,60
114,650;0,26;-0,05;2,74
114,700;0,27;0,09;2,72
114,750;0,27;0,23;2,53
114,800;0,29;0,35;2,21
114,850;0,31;0,45;1,86
114,900;0,33;0,54;1,55
114,950;0,36;0,61;1,22
115,000;0,40;0,66;0,84
115,050;0,43;0,69;0,40
115,100;0,47;0,70;-0,08
115,150;0,50;0,69;-0,56
115,200;0,54;0,65;-1,02
115,250;0,57;0,58;-1,42
115,300;0,59;0,50;-1,75
115,350;0,62;0,41;-2,02
115,400;0,64;0,30;-2,23
115,450;0,65;0,18;-2,36
115,500;0,65;0,06;-2,43
115,550;0,65;-0,06;-2,43
115,600;0,65;-0,19;-2,35
115,650;0,63;-0,30;-2,21
115,700;0,62;-0,41;-2,01
115,750;0,59;-0,51;-1,73
115,800;0,57;-0,59;-1,39
115,850;0,53;-0,65;-0,99
115,900;0,50;-0,69;-0,53
115,950;0,46;-0,70;-0,04
116,000;0,43;-0,69;0,43
116,050;0,39;-0,66;0,86
116,100;0,36;-0,60;1,24
116,150;0,33;-0,53;1,57
116,200;0,31;-0,44;1,88
116,250;0,29;-0,34;2,20
116,300;0,27;-0,22;2,54
116,350;0,27;-0,09;2,76
116,400;0,27;0,06;2,76
116,450;0,27;0,20;2,55
116,500;0,29;0,32;2,26
116,550;0,30;0,42;1,98
116,600;0,33;0,52;1,67
116,650;0,36;0,59;1,29
116,700;0,39;0,65;0,87
116,750;0,42;0,68;0,48
116,800;0,46;0,69;0,07
116,850;0,49;0,69;-0,40
116,900;0,53;0,65;-0,88
116,950;0,56;0,60;-1,31
117,000;0,59;0,52;-1,65
117,050;0,61;0,43;-1,94
117,100;0,63;0,33;-2,16
117,150;0,64;0,21;-2,32
117,200;0,65;0,09;-2,41
117,250;0,65;-0,03;-2,42
117,300;0,65;-0,15;-2,37
117,350;0,64;-0,27;-2,25
117,400;0,62;-0,38;-2,07
117,450;0,60;-0,48;-1,81
117,500;0,57;-0,56;-1,48
117,550;0,54;-0,63;-1,09
117,600;0,51;-0,67;-0,65
117,650;0,47;-0,70;-0,17
117,700;0,44;-0,69;0,31
117,750;0,40;-0,66;0,72
117,800;0,37;-0,62;1,08
117,850;0,34;-0,56;1,44
117,900;0,32;-0,48;1,84
117,950;0,29;-0,37;2,24
118,000;0,28;-0,25;2,53
118,050;0,27;-0,11;2,69
118,100;0,27;0,02;2,69
118,150;0,27;0,16;2,54
118,200;0,28;0,28;2,28
118,250;0,30;0,39;2,01
118,300;0,32;0,48;1,73
118,350;0,35;0,57;1,42
118,400;0,38;0,63;1,05
118,450;0,41;0,67;0,64
118,500;0,45;0,69;0,19
118,550;0,48;0,69;-0,30
118,600;0,52;0,66;-0,77
118,650;0,55;0,61;-1,19
118,700;0,58;0,54;-1,56
118,750;0,60;0,45;-1,86
118,800;0,62;0,35;-2,10
118,850;0,64;0,24;-2,27
118,900;0,65;0,12;-2,38
118,950;0,65;0,00;-2,42
119,000;0,65;-0,12;-2,38
119,050;0,64;-0,24;-2,28
119,100;0,63;-0,35;-2,10
119,150;0,60;-0,45;-1,86
119,200;0,58;-0,54;-1,57
119,250;0,55;-0,61;-1,21
119,300;0,52;-0,66;-0,78
119,350;0,48;-0,69;-0,30
119,400;0,45;-0,69;0,18
119,450;0,41;-0,67;0,63
119,500;0,38;-0,63;1,02
119,550;0,35;-0,56;1,37
119,600;0,32;-0,49;1,71
119,650;0,30;-0,40;2,05
119,700;0,28;-0,28;2,38
119,750;0,27;-0,16;2,61
119,800;0,27;-0,02;2,69
119,850;0,27;0,12;2,61
119,900;0,28;0,25;2,39
119,950;0,30;0,36;2,10
120,000;0,32;0,46;1,80
120,050;0,34;0,54;1,49
120,100;0,37;0,61;1,15
120,150;0,40;0,66;0,75
120,200;0,44;0,69;0,31
120,250;0,47;0,69;-0,17
120,300;0,51;0,67;-0,65
120,350;0,54;0,62;-1,08
120,400;0,57;0,56;-1,46
120,450;0,60;0,48;-1,78
120,500;0,62;0,38;-2,03
120,550;0,64;0,27;-2,23
120,600;0,65;0,15;-2,35
120,650;0,65;0,03;-2,40
120,700;0,65;-0,09;-2,38
120,750;0,64;-0,21;-2,30
120,800;0,63;-0,32;-2,14
120,850;0,61;-0,42;-1,92
120,900;0,59;-0,51;-1,64
120,950;0,56;-0,59;-1,30
121,000;0,53;-0,65;-0,89
121,050;0,49;-0,68;-0,42
121,100;0,46;-0,69;0,05
121,150;0,42;-0,67;0,50
121,200;0,39;-0,64;0,91
121,250;0,36;-0,58;1,31
121,300;0,33;-0,51;1,67
121,350;0,31;-0,41;1,97
121,400;0,29;-0,31;2,20
121,450;0,28;-0,19;2,41
121,500;0,27;-0,07;2,63
121,550;0,27;0,07;2,71
121,600;0,28;0,22;2,56
121,650;0,29;0,34;2,22
121,700;0,31;0,44;1,85
